No.,Bangla Emails,Label
2061,আপনার পণ‍্যের QR কোডটি হলো 23835,2
2062,আপনার পন্য আমাদের আউটলেটে সচল!,2
2063,আপনার পন্য আমাদের আউটলেটে সচল! ,4
2064,আপনার পন্য বিক্রয় করতে বিনামুল্যে  সাইন আপ করে অ্যাকাউন্ট খুলুন।,0
2065,আপনার পন্যটি দারাজ অ্যাপ এর মাধ্যমে আপনার পন্যটি বিক্রি করতে পারেন সহজেই।,3
2066,আপনার পন্যটি দারাজ অ্যাপ এর মাধ্যমে আপনার পন্যটি বিক্রি করতে পারেন সহজেই।,3
2067,আপনার পন্যটি দারাজ অ্যাপ এর মাধ্যমে আপনার পন্যটি বিক্রি করতে পারেন সহজেই।,1
2068,আপনার পন্যটি বিক্রয়  অ্যাপ এর মাধ্যমে আপনার পন্যটি বিক্রি করতে পারেন সহজেই।,3
2069,আপনার পরবর্তী গল্প পাঠাতে পারেন। ,2
2070,আপনার পরবর্তী চুক্তি কোথায় অনুমান করা বন্ধ করুন,0
2071,আপনার পরবর্তী চুক্তি কোথায় অনুমান করা বন্ধ করুন,1
2072,আপনার পরিচয় যাচাই করুন,3
2073,আপনার পরিষেবার অনুরোধ নম্বর হল 2864। দয়া করে বিকাশ গ্রহকসেবা বা livechat.bkash.com-এর বিকাশ গ্রাহক পরিষেবা নির্বাহী ছাড়া অন্য কারও সাথে শেয়ার করবেন না।,3
2074,আপনার পাসওয়ার্ড  পরিবর্তন করা হয়েছে। ,2
2075,আপনার পাসওয়ার্ড নিশ্চিত করুন -- Kwork,3
2076,আপনার পাসওয়ার্ড পরিবর্তন করা হয়েছে,3
2077,আপনার পাসওয়ার্ড পরিবর্তন করা হয়েছে,3
2078,আপনার পাসওয়ার্ড পর্যালোচনা করুন,0
2079,আপনার পাসওয়ার্ড রিসেট করা যাক.,3
2080,আপনার পাসওয়ার্ড টি হলো (*********),3
2081,আপনার পিন নম্বর -৯৮৪৫৬৫,3
2082,আপনার পিসি ফোল্ডারগুলি OneDrive এর সাথে ব্যাক আপ করা হয়েছে৷,2
2083,আপনার পুজোর প্রয়োজনীয় জিনিসগুলিতে 15% পর্যন্ত ছাড়!,2
2084,আপনার পুজোর প্রয়োজনীয় জিনিসগুলিতে 15% পর্যন্ত ছাড়!,2
2085,আপনার পুরস্কার জিতে নিতে এই লিঙ্কে যান,1
2086,আপনার পুরুষত্বের 10টি আইন কি?,2
2087,আপনার পূর্বে দেয়া তথ্য  গুলি এখন পরিবর্তন করার অনুমতি দেয়া হলো। ,2
2088,আপনার পৃষ্ঠা কে লাইক করেছে দেখুন,5
2089,আপনার পৃষ্ঠা কে লাইক করেছে দেখুন,5
2090,আপনার পৃষ্ঠা কে লাইক করেছে দেখুন,5
2091,আপনার পৃষ্ঠা কে লাইক করেছে দেখুন,5
2092,আপনার পৃষ্ঠায় কি প্রকাশ করবেন তা নিশ্চিত নন? এখানে অন্যদের সাথে সংযোগ করার তিনটি দ্রুত উপায় রয়েছে৷,5
2093,আপনার পৃষ্ঠার ট্রাফিক বাড়ানোর জন্য আমাদের শীর্ষ 3 টি টিপস দেখুন,5
2094,আপনার পৃষ্ঠার ট্রাফিক বাড়ানোর জন্য আমাদের শীর্ষ 3 টি টিপস দেখুন,5
2095,আপনার পৃষ্ঠার ট্রাফিক বাড়ানোর জন্য আমাদের শীর্ষ 3 টি টিপস দেখুন,5
2096,আপনার পৃষ্ঠার দর্শকদের নতুন বিষয়বস্তুর সাথে জড়িত থাকতে সাহায্য করুন,0
2097,আপনার পৃষ্ঠার দর্শকদের নতুন বিষয়বস্তুর সাথে জড়িত থাকতে সাহায্য করুন,2
2098,"আপনার পেপ্যাল ​​অ্যাকাউন্ট শীঘ্রই বন্ধ হবে! প্রিয় সদস্য, আমরা আপনার অ্যাকাউন্টে কিছু সমস্যার সম্মুখীন হয়েছি অনুগ্রহ করে অ্যাকাউন্টটি আপডেট করুন",1
2099,আপনার পোস্টে মন্তব্য করেছেন আসফিয়া খান শিমু।,5
2100,আপনার প্যাকেজ পাঠানো হয়েছে!,3
2101,আপনার প্যাকেজ বাতিল করা হয়েছে!,1
2102,"আপনার প্যাকেজ মুলতুবি আছে:[নাম], আমরা আপনার জন্য মুলতুবি থাকা [একটি সাম্প্রতিক মাস] থেকে একটি প্যাকেজ পেয়েছি। দয়া করে মালিকানা দাবি করুন এবং এখানে ডেলিভারির জন্য নিশ্চিত করুন:",1
2103,আপনার প্যাকেজ সংগ্রহের জন্য প্রস্তুত (#629908994588773),3
2104,আপনার প্রডাক্টটি ডিসপাচ হয়েছে -  দারাজ ,3
2105,আপনার প্রথম অর্ডারে US $5 পর্যন্ত ছাড়,4
2106,আপনার প্রয়োজনিয় ‍সব কিনতে আড়ং পেজটিতে ঘুরে আসুন ,1
2107,আপনার প্রয়োজনীয় সব পণ্য কিনুন এখন আকর্ষণীয় মুল্যে🛒,4
2108,"আপনার প্রশ্ন, আমাদের উত্তরঃ ওয়েব ডেভেলপমেন্টের উপর মাত্র!!!",2
2109,আপনার প্রিয় অঙ্গীকারে দাম কমে গেছে!,2
2110,আপনার প্রিয় আইসক্রিমের সেরা ডিল! 🍦,4
2111,"আপনার প্রিয় দোকান Baseus অফিসিয়াল স্টোর 30 টাকার ভাউচার দিচ্ছে, মিস করবেন না",2
2112,আপনার প্রিয় দোকান Lotto এই মুহূর্তে 25.0 ছাড় দিচ্ছে!,4
2113,আপনার প্রিয় দোকান মোহাজ টেলিকম এখনই দিচ্ছে 5.0 ছাড়!,3
2114,আপনার প্রিয় দোকান মোহাজ টেলিকম এখনই দিচ্ছে 5.0 ছাড়!,2
2115,আপনার প্রিয় দোকানে 35% পর্যন্ত ছাড় পেতে এখানে আলতো চাপুন!,4
2116,আপনার প্রিয় মীনা বাজার এখন মাত্র একটি ট্যাপ দূরে!,4
2117,আপনার প্রিয়জনের জন্য একটি বিশেষ উপহার!,4
2118,আপনার প্রিয় Samsung galaxy m12 এ কিন্তু শেষ হয়ে যাচ্ছে ‍স্টক শেষ হয়ে যাবার আগে অর্ডার করুন ,0
2119,"আপনার প্রোডাক্ট থাকবে অক্ষত,  ""খান পরিবহন""।",4
2120,"আপনার প্রোডাক্টটি ডিসপাচ হয়েছে -দারাজ আপনার সার্ভারের ডেট লাইন ১২-১২-২২(Aws server.com) ডোমেইন হোস্টিং পারচাস কম্পিলিট-xyz.com
আপনার রিকভারি ইমেইল এড্রেস সাকসেস!",2
2121,আপনার প্রোফাইল সম্পূর্ণ করা হচ্ছে/ দ্রুত এবং সহজ।,5
2122,আপনার প্রোফাইলটি দুর্দান্ত দেখাচ্ছে,5
2123,"আপনার প্রোফাইলের জন্য ""ন্যানোফোটোনিকের জন্য হাইব্রিড প্লাজমোনিক ওয়েভগাইড ফেড ব্রডব্যান্ড ন্যানো-অ্যান্টেনা..."" দাবি করুন",0
2124,"আপনার প্রোফাইলের জন্য ""মধুতে বিষাক্ত যৌগ"" দাবি করুন",0
2125,আপনার প্লটগন চলচ্চিত্রগুলি চালিয়ে যান,2
2126,আপনার প্লোটাগন চলচ্চিত্রগুলিকে ঝলমলে করুন,2
2127,আপনার ফটো এডিটিং দক্ষতা বাড়ান,2
2128,আপনার ফটো স্টোরেজ 74% পূর্ণ,3
2129,"আপনার ফাইলগুলি ""এখানে আপনার বিচ্ছিন্ন গণিতের অ্যাসাইনমেন্ট আপলোড করুন"" এ আপলোড করা হয়েছে",2
2130,"আপনার ফিডে Sawnur Rahman, Rãmīsâ__ÂT এবং আরও অনেক কিছু দেখুন",5
2131,"আপনার ফিডে আফিয়া জাহান, নওরিন প্রাইম এবং আরও অনেক কিছু দেখুন",5
2132,"আপনার ফিডে মসিউর রহমান জুয়েল, আমিনুল খান এবং আরও অনেক কিছু দেখুন",5
2133,"আপনার ফিডে রাকিব ইসলাম, আরশিয়া লিয়া এবং আরও অনেক কিছু দেখুন",5
2134,"আপনার ফিডে রাকিব ইসলাম, লাবনী আক্তার লিসা এবং আরও অনেক কিছু দেখুন",5
2135,"আপনার ফিডে রাকিব ইসলাম, 😍তানভীর সাব্বির😍 এবং আরও অনেক কিছু দেখুন",5
2136,"আপনার ফিডে সৌরভ ইসলাম, খিজির ইসলাম এবং আরও অনেক কিছু দেখুন",5
2137,"আপনার ফেইসবুক একাউন্টটের কিছু কমিউনিটি গাইডলাইনের কারণে কিছুদিন রেস্ট্রিক্টেড অবস্থায় থাকবে।
আপনি এই প্রব্লেম তা সল্ভ করতে চাইলে নিচের লিংক থেকে একাউন্ট লগইন করুন।
www.Ƒace♭০০k.com/sptr",1
2138,"আপনার ফেইসবুক একাউন্টটের কিছু কমিউনিটি গাইডলাইনের কারণে কিছুদিন রেস্ট্রিক্টেড অবস্থায় থাকবে।
আপনি এই প্রব্লেম তা সল্ভ করতে চাইলে নিচের লিংক থেকে একাউন্ট লগইন করুন।
www.Ƒace♭০০k.com/sptr",1
2139,আপনার ফেজবুকের ভেরিফিকেশন কোড ১১২২৩৩,3
2140,আপনার ফেসবুক অ্যাকাউন্ট সক্রিয় করুন,3
2141,আপনার ফেসবুক আইডি অন্য ডিভাইসে একসেস দিতে চাইলে ৪৫৬৭ কোডটি প্রেস করুন।,3
2142,আপনার ফেসবুক আইডি অন্য ডিভাইসে একসেস দিতে চাইলে ৪৫৬৭ কোডটি প্রেস করুন।,3
2143,আপনার ফেসবুক আইডি অন্য ডিভাইসে একসেস দিতে চাইলে ৪৫৬৭ কোডটি প্রেস করুন।,3
2144,আপনার ফেসবুক আইডি অন্য ডিভাইসে একসেস দিতে চাইলে ৪৫৬৭ কোডটি প্রেস করুন।,2
2145,"আপনার ফেসবুক আইডি থেকে কোম্পানির পলিসি ভঙ্গের কারণে অ্যাকাউন্ট ডিসেবল করা হয়েছে, অ্যাকাউন্টটি ফিরে পেতে আপনার পাসওয়ার্ড সাবমিট করুন এই লিংকে।",1
2146,"আপনার ফেসবুক আইডি থেকে কোম্পানির পলিসি ভঙ্গের কারণে অ্যাকাউন্ট ডিসেবল করা হয়েছে, অ্যাকাউন্টটি ফিরে পেতে আপনার পাসওয়ার্ড সাবমিট করুন এই লিংকে।",1
2147,আপনার ফেসবুক আইডিতে অননুমোদিত লগ ইন হয়েছে এখনই পাসওয়ার্ড চেঞ্জ করুন। ,3
2148,আপনার ফেসবুক একাউন্ট টি হ্যাক করা হয়েছে একাউন্ট ফিরে পেতে হলে ,0
2149,আপনার ফেসবুক পাসওয়ার্ড রিসেট করা হলো,2
2150,আপনার ফেসবুক পৃষ্ঠার জন্য ইমেল নিশ্চিত করুন,3
2151,আপনার ফেসবুক পৃষ্ঠার জন্য ইমেল নিশ্চিত করুন,4
2152,আপনার ফেসবুক মোবাইল নম্বর আপডেট করুন,3
2153,আপনার ফেসবুক মোবাইল নম্বর আপডেট করুন,3
2154,আপনার ফেসবুক মোবাইল নম্বর আপডেট করুন,1
2155,আপনার ফোন সেট আপ করতে এক মিনিট সময় নিন Google এর সাথে,2
2156,আপনার ফোনে কাজ করে প্রতিদিন 6000 টাকা আয় https://bit.ly/3N7uNXk,1
2157,"আপনার ফোনে কাজ করে প্রতিদিন 8,000 TK ইনকাম করুন ",1
2158,আপনার ফোনে কাজ করে প্রতিদিন 8000 টাকা আয় wa.me/639675041714,1
2159,আপনার ফ্রি কোর্স রাউন্ডআপ মেহেবুব হাসান অন্তর,2
2160,আপনার বন্ধুদের এই দুর্দান্ত ওয়াচলিস্ট এবং আরও অনেক গল্প উপহার দিন,4
2161,আপনার বন্ধুর সাথে এই অ্যাপটি শেয়ার করে পুরস্কার জিতুন,1
2162,আপনার বয়ষ যদি ১৬ বা তার বেশি হয় তাহলে আপনার কোভিড-১৯ বুস্টার নেওয়া গুরুত্বপূর্ণ,0
2163,আপনার বয়স যদি ১৬ বা তার বেশি হয় তাহলে আপনার বুস্টার দেওয়া প্রয়োজন,3
2164,আপনার বাচ্চাদের সাথে কাজ করার জন্য ক্রিয়াকলাপ খুঁজছেন?,4
2165,আপনার বিকাশ একাউন্ট এর স্টেটমেন্টটি প্রদান করার জন্য নিম্নলিখিত তথ্যগুলো প্রয়োজন,3
2166,আপনার বিকাশ একাউন্ট দিয়ে www.earning.org তে  sing up করলে ২০০% বোনাস লুফে নিন।,0
2167,আপনার বিকাশ একাউন্ট দিয়ে www.earning.org তে  sing up করলে ২০০% বোনাস লুফে নিন।,0
2168,আপনার বিকাশ একাউন্ট দিয়ে www.earning.org তে  sing up করলে ২০০% বোনাস লুফে নিন।,0
2169,"আপনার বিকাশ একাউন্টের সাময়িক সমস্যার জন্য আমরা আন্তরিকভাবে দুঃখিত। আপনার ফোনে একটি OTP কোড পাঠানো হয়েছে, অনুগ্রহপূর্বক কোডটি নিম্নোক্ত ফোন নাম্বারে প্রেরণ করুন।",1
2170,আপনার বিক্রয়  অ্যাপটি সুরক্ষিত রাখতে লগইন করার পর লগআউট করুন।,3
2171,আপনার বিক্রয় অ্যপটি সুরক্ষিত রাখতে পিন নাম্বার শেয়ার থেকে বিরত থাকুন।,3
2172,আপনার বিক্রয় অ্যাপটিতে আপনার প্রফাইল পিকচারটি যুক্ত করুন।,2
2173,আপনার বিডি অ্যাপস  এর ভেরিফিকেশন কোড ০১২৬৭,2
2174,আপনার বিনামূল্যে আপগ্রেড ভিতরে আছে,2
2175,আপনার বিনামূল্যে উপহার ব্যবহার করার শেষ সুযোগ!,2
2176,আপনার বিনামূল্যে উপহার ব্যবহার করার শেষ সুযোগ!,2
2177,আপনার বিনামূল্যের উপহার 3 ... 2 ... 1 এ চলে গেছে,3
2178,আপনার বিশেষ ডিসকাউন্ট আপনার জন্য অপেক্ষা করছে 'Vouchers' সেকশনে - চেকাউটের সময় ব্যবহার করুন।,2
2179,আপনার বিশ্বস্ত পরিচিতি আপডেট করুন,5
2180,আপনার বিস্তারিত কল ও এসএমএস হিস্টোরি দেখতে মাইজিপি আ্যপ-এ আসুন https://mygp.li/Zch,4
2181,আপনার বিস্তারিত কল ও এসএমএস হিস্টোরি দেখতে মাইজিপি আ্যপ-এ আসুন https://mygp.li/Zch,1
2182,আপনার বুড়ো আঙুলে আঘাত করা বন্ধ করুন — নতুন CryptoTab মোবাইল পান,2
2183,আপনার ব্যবসা গ্লোবাল নিন,2
2184,আপনার ব্যবহৃত সফটওয়্যারটির আপডেট এসেছে Version - 6. 0. 1 ,4
2185,আপনার ব্যবহৃত সফটওয়্যারটির আপডেট এসেছে Version - 6. 0. 1 আমাদের ক্লাউড সিস্টেম ব্যবহার করে আপনি আপনার কাজ আরো সহজ করে নিন!,1
2186,আপনার ব্যাংক অ্যাকাউন্টটি বন্ধ করে দেয়া হয়েছে এ সম্পর্কে আরও বিস্তারিত জানতে সংযুক্ত ফাইলটিতে ক্লিক করুন,1
2187,আপনার ব্যাংক একাউন্ট থেকে বাৎসরিক চার্জ ২৮৪ টাকা কাটা হয়েছে।,2
2188,"আপনার ব্যাংক একাউন্টে সচল রাখতে এক মাসের মধ্যে লেনদেন করুন, ধন্যবাদ।",3
2189,আপনার ব্যাংকিং সম্পর্কিত তথ্য গোপন রাখুন !,3
2190,আপনার ব্যাঙ্ক অ্যাকাউন্ট সাময়িকভাবে লক করা হয়েছে। আপনার অ্যাকাউন্ট সুরক্ষিত করতে দয়া করে http://goo.ht21eef এ লগ ইন করুন৷,1
2191,আপনার ব্যাঙ্ক একাউন্ট এ ৪৫০০ টাকা যোগ হয়েছে ,3
2192,"আপনার ব্যাঙ্ক কার্ড দিয়ে Takeout, Cheez, KFC বা Burger King থেকে আপনার প্রিয় খাবার উপভোগ করুন!",4
2193,"আপনার ব্যাঙ্ক কার্ড দিয়ে Takeout, Cheez, KFC বা Burger King থেকে আপনার প্রিয় খাবার উপভোগ করুন!",4
2194,"আপনার ব্যাঙ্ক কার্ড দিয়ে Takeout, Cheez, KFC বা Burger King থেকে আপনার প্রিয় খাবার উপভোগ করুন!",4
2195,"আপনার ব্যালেন্স কম, অনুগ্রহ করে রিচার্জ করুন বা ইমার্জেন্সি ব্যালান্স ও ইন্টারনেটের জন্য ডায়াল করুন *১২১*৫#",4
2196,"আপনার ব্যালেন্স কম, অনুগ্রহ করে রিচার্জ করুন বা ইমার্জেন্সি ব্যালান্স ও ইন্টারনেটের জন্য ডায়াল করুন *১২১৫#",2
2197,আপনার ভিডিওতে একটি ক্লিপ রয়েছে যা অন্য কারোর,5
2198,আপনার ভ্যাকসিন রেজিষ্ট্রেশন সফল ভাবে সম্পন্ন হয়েছে। ,3
2199,আপনার মতামত জানানোর কথা ভাবাছেন? 💭 এই দ্রুত সমীক্ষাটি এখনও অপেক্ষা করছে এবং আপনার মতামত সত্যিই foodpanda কে সহায়তা করবে! এখনই করে ফেলুন: https://bit.ly/3Bd7Fkp,2
2200,আপনার মতো বহু লার্নারের কাছ থেকে আমরা প্রায়ই ডিসকাউন্টের রিকোয়েস্ট পাই।,2
2201,"আপনার মাইক্রোসফট একাউন্ট কম্প্রোমাইজড করা হয়েছে, আপনার অতি দ্রুত আপডেট করা প্রয়োজন নতুবা আপনার অ্যাকাউন্টটি ক্লোজ করা হবে
আপডেট করতে এখানে ক্লিক করুন।",1
2202,আপনার মাইক্রোসফট কম্পিউটারটি ভাইরাস দ্বারা আক্রান্ত ভাইরাস মুক্ত করতে এখনই এই নম্বরে ফোন করুন,1
2203,আপনার মাইক্রোসফট চালান G012175926 প্রস্তুত! ডিফল্টার কম্পিউটারের জন্য আপনার মাইক্রোসফ্ট চালনা পর্যালোচনা করুন,3
2204,আপনার মাইনিং নেটওয়ার্ক বাড়াতে ট্রাফিক কেনার টিপস,2
2205,আপনার মিটিং অংশগ্রহণকারীরা অপেক্ষা করছে!,0
2206,আপনার মিটিং অংশগ্রহণকারীরা অপেক্ষা করছে!,2
2207,আপনার মিটিং অংশগ্রহণকারীরা অপেক্ষা করছে!,2
2208,আপনার মোনার্ক মার্ট অ্যপটি থেকে আরো সুবিধা পেতে অ্যাপটি আপডেট করুন। ,4
2209,আপনার মোনার্ক মার্ট অ্যপটি থেকে আরো সুবিধা পেতে অ্যাপটি আপডেট করুন। ,2
2210,আপনার মোনার্ক মার্ট অ্যাপটি সুরক্ষিত রাখতে পিন নাম্বার শেয়ার থেকে বিরত থাকুন।,4
2211,আপনার মোনার্ক মার্ট অ্যাপটি সুরক্ষিত রাখতে পিন নাম্বার শেয়ার থেকে বিরত থাকুন।,1
2212,আপনার মোবাইল নাম্বার  যাচাই করার জন্য ওটিপি: 351679,3
2213,"আপনার যদি মনে হয় অন্য কেউ আপনার অ্যাকাউন্টে পরিবর্তন করেছিল তাই আপনি অ্যাক্সেস করতে পারছিলেন না, তাহলে আপনার উচিত অ্যাকাউন্ট পর্যালোচনা করে সুরক্ষিত করা।",2
2214,আপনার যদি শুরু করতে সমস্যা হয় তবে আপনি একা নন। কীভাবে আপনার অনুপ্রেরণা খুঁজে পাবেন সে সম্পর্কে অন্যান্য কোডেকাডেমি শিক্ষার্থীদের কাছ থেকে এই 7 টি টিপস দেখুন।,4
2215,আপনার যাচাইকরণ কোড হল: 576833,3
2216,আপনার রিকোভারি ইমেইল A¨v‡Wªm সাকসেস! ,0
2217,আপনার রিকোভারি ইমেইল অ্যাডেড  সাকসেস!,2
2218,আপনার রেখে যাওয়া পরিষেবা...,4
2219,"আপনার রেজিস্ট্রেশন সফল হয়েছে ! আপনাকে ""কর্ম ডট কম"" - এ স্বাগতম।",3
2220,"আপনার লক্ষ্য যাই হোক না কেন, আমরা আপনাকে সেগুলি ঘটাতে সাহায্য করতে চাই! আজই প্রো-এ যোগ দিন, এবং আপনি পুরো এক বছরের জন্য আপনার সদস্যপদ থেকে অর্ধেক ছাড় পাবেন — চেকআউটের সময় শুধুমাত্র প্রচার কোড MARCH50 ব্যবহার করুন।",4
2221,"আপনার লক্ষ্য যাই হোক না কেন, আমরা আপনাকে সেগুলি ঘটাতে সাহায্য করতে চাই! আজই প্রো-এ যোগ দিন, এবং আপনি পুরো এক বছরের জন্য আপনার সদস্যপদ থেকে অর্ধেক ছাড় পাবেন — চেকআউটের সময় শুধুমাত্র প্রচার কোড MARCH50 ব্যবহার করুন।",4
2222,আপনার লিংক থ্রি সংযোগ 54794 এর মেয়াদ শেষ। আপনার বন্ধ সংযোগটি পুনরায় চালু করতে অনুগ্রহ করে 799.00 টাকা টপ আপ করুন আর নিশ্চিন্তে ইন্টারনেট সেবা উপভোগ করুন।বিল পরিশোধ করতে এখনই সাইন আপ করুন অথবা লগইন করুনঃ https://selfcare.link3.ne,3
2223,আপনার শক্তি বাড়াতে 9টি অভ্যাস | স্টার্টআপে স্কট এইচ. ইয়াং,4
2224,আপনার শন্তানের জন্য কভিড-১৯ ভ্যাক্সিন গুরুত্বপূর্ণ ,3
2225,আপনার শব্দভান্ডার উন্নত করুন + প্রিমিয়ামে 40% ছাড়! আরও ভাল শব্দ পছন্দ কম সময়ে,4
2226,আপনার শিল্প সার্টিফিকেশন পরীক্ষার জন্য প্রস্তুত বোধ করুন,1
2227,আপনার সন্তানের জন্য পোলিও টিকা গুরুত্বপূর্ণ,3
2228,আপনার সম্পদকে দ্বিগুণ করুন,1
2229,আপনার সম্পূর্ণ পেশাদার তথ্য বিবেচনায় নেওয়া হয়েছে তা নিশ্চিত করতে অনুগ্রহ করে অবিলম্বে প্রতিক্রিয়া জানান আজই আপনার মনোনয়ন নিশ্চিত করুন!,1
2230,আপনার সম্পূর্ণ পেশাদার তথ্য বিবেচনায় নেওয়া হয়েছে তা নিশ্চিত করতে অনুগ্রহ করে অবিলম্বে প্রতিক্রিয়া জানান।আজই আপনার মনোনয়ন নিশ্চিত করুন!              আপডেট করতে এখানে ক্লিক করুন।,1
2231,"আপনার সাথে শেয়ার করা নথি: ""IOT""",2
2232,"আপনার সাথে শেয়ার করা নথি: ""IOT""",2
2233,"আপনার সাথে শেয়ার করা নথি: ""ওয়েব ফাইনাল এক্সএম""",3
2234,"আপনার সাথে শেয়ার করা ফোল্ডার: ""7ম সেমিস্টার প্রজেক্ট""",3
2235,"আপনার সাথে শেয়ার করা ফোল্ডার: ""প্রকল্প""",3
2236,"আপনার সাথে শেয়ার করা ফোল্ডার: ""শানজা""",2
2237,আপনার সাম্প্রতিক Emergency Balance এর লোন পরিশোধের জন্য 6.93 টাকা কেটে নেওয়া হয়েছে।বর্তমান বকেয়া 82.56 টাকা। সর্বশেষ ৫টি লোনের বিস্তারিত জানতে ডায়াল করুন *141*600#,2
2238,আপনার সাম্প্রতিক Jhotpot এর লোন পরিশোধের জন্য 14.67 টাকা কেটে নেওয়া হয়েছে।বর্তমান বকেয়া 0.0 টাকা,1
2239,আপনার সারভার রিনিউ ডেড লাইন 12-12-22 (AWS Server Co.),3
2240,আপনার সার্ভিসের মেয়াদ শেষ হয়েছে ,3
2241,"আপনার সিমে সময় 00:00:09,কাটা হয়েছে 0.09 Taka,বর্তমান ব্যালেন্স 2.67 টাকা। ",0
2242,আপনার সুপারসেল লগইন আইডি [৪২৭৮৮১],3
2243,আপনার সুস্বাস্থ্য সবার আগে।,2
2244,আপনার স্টোরেজ ফুরিয়ে গেলে ব্যাকআপ বন্ধ হয়ে যাবে,2
2245,আপনার স্বপ্নপূরণে আমাদের উপহার!,1
2246,আপনার স্বপ্নপূরণে আমাদের উপহার!,1
2247,আপনার স্বপ্নের লোগো,4
2248,আপনার হালনাগাদ সম্পন্ন হয়েছে,2
2249,আপনার হোয়াটসঅ্যাপ প্রোফাইল ছবি আপনার সম্পর্কে কি বলে?,2
2250,আপনারবিজ্ঞাপনটি লাইভ হয়েছে! খুব দ্রুত বিক্রি করতে আপনার অ্যাডটি প্রমোট করুনঃ https://bkry.be/mYx3,3
2251,"আপনি  ""আইসিটি ক্যারিয়ার ক্যাম্প"" ও ""আমার মুজিব"" ক্যাম্পেইনের উদ্বোধনী অনুষ্ঠানে যোগ দেয়ার সুযোগ পেয়েছেন ",2
2252,"আপনি  ""আইসিটি ক্যারিয়ার ক্যাম্প"" ও ""আমার মুজিব"" ক্যাম্পেইনের উদ্বোধনী অনুষ্ঠানে যোগ দেয়ার সুযোগ পেয়েছেন ",2
2253,"আপনি ""বাংলাদেশ শিশু দিবস "" রচনা প্রতিযোগিতায় প্রথম হয়েছেন। ",2
2254,আপনি ‘ক্যারিয়ার কাউন্সেলিং’ প্রোগ্রামের প্রথম ব্যাচের প্রশিক্ষণের জন্য নির্বাচিত হয়েছেন,2
2255,"আপনি 0.0 টাকায় Robi_ACQ_HS_3 কিনেছেন, মেয়াদ Mon Aug 22 18:33:00 2022(অটো রিনিউ নয় )। ব্যালেন্স চেক *৩#, অ্যাপ ইনস্টল করতে ডায়াল *১২৩*১৩#",1
2256,আপনি 01234567890 নম্বর থেকে ফ্লেক্সিপ্ল্যান প্যাক  গিফট পেয়েছেন। ,4
2257,"আপনি ১ টি আইফোন ১৩ জিতেছেন, বিস্তারিত জানতে  নিচের লিংকে  ক্লিক করুন ",1
2258,আপনি ১ টি আইফোন জিতেছে বিস্তারিত জানতে  নিচের লিংকে  ক্লিক করুন ,1
2259,আপনি ১২/২/২০২২ এ ৩০০০ টাকা উত্তোলন করেছেন ,3
2260,"আপনি 15 GB Google অ্যাকাউন্ট স্টোরেজের 86% ব্যবহার করেছেন যা Google ড্রাইভ , Gmail এবং Google ফটো জুড়ে শেয়ার করা হয়েছে। ",3
2261,আপনি 200 টাকা পেয়েছেন মেসেজ ওপশন এ গিয়ে লিখুন START Rci send 21213,1
2262,আপনি ২২/০৬/২০২২ তারিখে ২০০০ টাকা ডিপোজিট করেছেন।,0
2263,"আপনি 30 দিনের জন্য কোডিং করে কতটা শিখতে পারেন তা দেখে আপনি অবাক হবেন। এখানে আরো বিস্তারিত জানুন. বিষয়গুলির মধ্যে যদি-তখন-অন্যথা বিবৃতি, পুনরাবৃত্তি, ",2
2264,"আপনি ৩০টাকা ইমার্জেন্সি ব্যালান্স পেয়েছেন, যা পরবর্তী রিচার্জে সমন্বয় করা হবে। এসএমএস চার্জ ২টাকা (ট্যাক্স সহ) প্রযোজ্য। লোন চেক করতে ডায়াল করুন *১২১*৫#। আকর্ষণীয় সব  ইন্টারনেট/মিনিট অফার পেতে ডায়াল *১২১# অথবা ভিসিট করুন
",4
2265,আপনি ৫০০ টাকা জিতেছেন। @##^*&(*)($#$$,1
2266,আপনি ৫জিবি ৩দিন বোনাস পেয়েছেন,1
2267,আপনি Coursera এ শিখতে আমন্ত্রিত!,4
2268,আপনি Coursera এ শিখতে আমন্ত্রিত!,2
2269,আপনি Coursera এ শিখতে আমন্ত্রিত!,2
2270,আপনি Coursera এ শিখতে আমন্ত্রিত!,2
2271,আপনি Coursera এ শিখতে আমন্ত্রিত!,2
2272,আপনি Glory Casino তে সফলভাবে রেজিস্ট্রেশন করেছেন,3
2273,আপনি loop সমাধান করতে পারেন?,4
2274,আপনি PythonAnywhere কিভাবে খুঁজে পাচ্ছেন? এখানে প্রকৃত মানুষ...,3
2275,আপনি অনুসরণ করতে চাইতে পারেন যে শিক্ষাবিদ,3
2276,"আপনি অলস, উদাস বা অনুপ্রাণিত নন | ফোর্জে নিকলাস গোকে",4
2277,"আপনি আগষ্ট মাসে সম্পূর্ণ টাকা পে করলে ১০% ডিস্কাউন্ট ,ইউজিভি",3
2278,"আপনি আগষ্ট মাসে সম্পূর্ণ টাকা পে করলে ১০% ডিস্কাউন্ট ,ইউজিভি",3
